26,2016,1,4,1,1,1,36900
26,2016,1,5,1,1,1,36900
10,2017,2,5,1,1,2,36800
19,2018,3,4,1,2,2,36800
8,2019,2,5,1,1,2,36500
17,2019,2,5,1,1,2,36500
8,2019,2,5,1,1,2,36500
2,2007,3,4,1,1,2,36500
13,2010,1,5,2,1,1,36000
13,2012,1,2,1,1,2,35800
13,2012,1,3,1,1,2,35800
13,2012,1,3,1,1,2,35800
13,2012,2,5,2,1,2,35800
2,2020,2,5,1,1,2,35500
1,2012,2,5,1,1,2,35500
2,2018,3,4,1,1,2,35200
17,2009,2,4,1,1,2,35000
17,2009,1,5,1,1,2,35000
12,2018,2,5,1,1,2,35000
8,2013,2,5,1,1,2,35000
19,2022,2,4,1,1,1,34905
8,2014,1,5,2,2,2,34900
12,2015,1,5,1,2,2,34900
12,2015,2,5,1,1,2,34900
8,2011,1,4,1,1,2,34800
9,2011,2,5,1,1,2,34800
12,2019,2,5,1,1,2,34500
19,2020,2,5,1,1,2,34500
2,2019,2,5,1,1,2,34200
2,2016,3,4,2,1,2,34000
2,2016,2,5,2,1,2,34000
2,2016,1,4,1,1,2,34000
2,2016,3,4,2,1,2,34000
9,2013,1,5,2,2,2,33500
2,2016,3,4,2,1,1,33500
13,2014,2,5,1,1,2,33500
9,2015,1,5,2,2,2,33000
12,2020,4,4,2,1,2,33000
1,2011,3,5,1,1,1,33000
2,2015,2,5,1,1,2,33000
10,2013,1,4,2,1,1,32800
8,2016,1,5,1,2,2,32600
26,2020,2,5,1,1,2,32500
2,2019,2,5,1,1,2,32500
13,2010,2,5,2,1,2,32500
2,2008,3,4,2,1,2,32500
13,2010,2,5,1,1,2,32500
9,2014,1,5,1,1,2,32000
10,2015,3,4,1,1,1,32000
9,2011,2,5,1,1,2,32000
10,2015,3,4,1,1,2,32000
10,2015,3,4,2,2,2,32000
9,2011,2,5,1,1,2,32000
13,2017,1,5,1,1,2,31950
17,2020,2,5,1,1,2,31545
8,2013,1,2,1,1,2,31500
18,2019,2,5,1,1,2,31455
2,2010,2,5,2,1,2,31000
9,2015,1,5,2,1,2,30800
9,2015,2,5,1,1,2,30800
2,2022,2,4,1,1,1,30300
12,2009,2,5,1,1,2,30000
9,2018,2,5,1,1,2,30000
2,2016,2,5,1,1,2,30000
12,2009,2,5,1,1,2,30000
9,2016,2,4,1,1,2,29900
10,2020,3,4,2,1,2,29900
10,2020,3,4,2,1,2,29900
9,2010,2,4,1,1,2,29900
9,2016,2,3,1,1,2,29900
10,2020,3,4,2,1,2,29900
10,2020,3,4,2,1,2,29900
19,2011,3,4,2,1,2,29800
13,2014,2,4,1,1,2,29800
2,2016,2,5,2,1,2,29800
15,2017,2,5,1,2,2,29626
2,2013,2,4,1,1,2,29500
1,2014,1,4,1,1,2,29500
1,2014,1,4,1,1,1,29500
2,2013,2,5,1,1,2,29500
2,2013,2,5,1,1,2,29500
17,2006,2,5,1,1,2,29000
2,2011,3,4,2,2,2,29000
12,2017,2,5,1,1,2,28900
4,2015,4,5,2,1,2,28900
17,2016,2,5,2,1,2,28900
2,2013,2,5,1,1,2,28800
12,2016,2,5,2,1,2,28800
17,2016,1,4,1,1,2,28500
17,2016,1,5,2,1,2,28500
12,2020,2,5,1,1,2,28500
12,2020,2,5,1,1,2,28500
13,2016,2,5,2,1,2,28500
17,2016,1,5,1,1,1,28500
13,2016,2,5,2,1,2,28500
19,2013,1,5,1,1,2,28500
12,2020,2,5,1,1,2,28500
12,2020,4,5,1,1,2,28500
14,2006,2,4,1,1,2,28500
12,2020,2,5,1,1,2,28500
12,2020,2,5,1,1,2,28500
12,2020,2,4,2,1,2,28500
12,2018,2,4,1,1,2,28500
9,2016,2,5,2,1,2,28000
20,2020,2,4,1,1,2,28000
9,2019,2,5,2,1,1,28000
12,2021,3,4,2,1,1,27990
12,2017,1,5,1,2,2,27900
28,2017,2,4,2,1,1,27900
28,2017,2,4,2,1,1,27900
28,2016,1,4,2,1,1,27900
28,2016,1,4,2,1,1,27900
19,2014,3,4,2,1,2,27800
19,2014,2,4,1,1,2,27800
19,2014,3,4,2,1,2,27800
2,2022,1,2,1,1,1,27700
10,2018,3,4,2,1,2,27500
5,2009,3,4,1,1,1,27500
10,2018,3,4,2,1,2,27500
12,2016,2,5,1,1,2,27500
30,2016,4,4,2,2,2,27375
17,2016,1,5,1,1,2,27000
13,2015,1,4,1,1,2,27000
9,2021,2,5,2,1,2,27000
13,2015,1,4,1,1,2,27000
17,2016,1,5,1,1,2,27000
9,2021,2,4,2,1,2,27000
9,2021,2,4,2,1,2,27000
9,2021,2,5,2,1,2,27000
13,2015,1,4,1,1,2,27000
10,2018,2,5,1,1,2,26900
10,2012,2,5,1,1,2,26900
10,2018,2,5,1,1,2,26900
1,2017,1,4,1,1,2,26590
9,2019,1,5,2,2,2,26500
2,2022,3,4,1,1,1,26500
2,2017,1,5,1,1,2,26500
2,2008,3,4,2,2,2,26500
2,2016,2,5,1,1,2,26300
13,2014,1,5,1,1,2,26000
12,2015,1,5,1,2,2,26000
12,2015,2,5,1,1,2,26000
2,2014,2,5,1,1,2,26000
2,2014,3,4,2,1,2,26000
10,2016,2,5,1,1,1,26000
24,2016,2,5,1,1,1,26000
2,2014,3,4,2,1,2,26000
2,2014,1,5,1,1,2,26000
2,2014,3,4,2,1,2,26000
2,2014,2,5,1,1,2,26000
2,2014,3,4,2,1,2,26000
13,2014,1,4,1,1,2,26000
2,2014,3,4,2,1,2,26000
13,2012,2,4,1,1,2,26000
13,2014,2,5,1,1,2,26000
2,2018,2,5,1,1,2,26000
2,2008,3,2,2,2,2,26000
12,2021,3,4,2,1,1,25990
12,2021,3,4,2,1,1,25990
28,2017,2,4,2,1,1,25900
28,2017,3,4,2,1,1,25900
2,2011,2,5,1,1,2,25900
12,2020,1,5,1,1,2,25900
28,2017,3,4,2,1,1,25900
17,2005,1,4,2,1,2,25800
17,2005,1,5,2,1,2,25800
17,2005,1,5,2,1,2,25800
2,2014,3,4,1,1,2,25800
2,2008,3,4,1,1,2,25800
19,2022,2,4,1,1,1,25555
19,2018,1,5,1,1,2,25500
19,2018,1,5,1,1,2,25500
14,2006,1,5,1,1,2,25500
14,2006,2,4,1,1,2,25500
8,2011,1,4,1,1,2,25500
12,2020,1,4,1,1,1,25490
12,2020,1,5,1,1,1,25300
2,2014,2,5,1,1,2,25300
15,2014,1,4,1,2,2,25200
4,2011,2,5,2,1,1,25000
8,2013,1,5,1,1,2,25000
2,2015,3,4,1,1,2,25000
2,2014,3,4,2,1,2,25000
8,2013,2,5,1,1,2,25000
9,2012,2,5,1,1,2,25000
20,2018,2,5,2,1,2,25000
12,2011,2,4,2,2,2,25000
2,2015,1,4,1,1,1,25000
2,2020,3,5,2,1,1,25000
9,2012,2,4,1,1,2,25000
8,2013,2,5,1,1,2,25000
9,2012,2,5,1,1,2,25000
9,2012,2,4,1,1,2,25000
13,2012,1,5,1,1,2,24900
12,2015,1,5,1,1,2,24900
12,2015,2,5,1,1,2,24900
8,2010,1,4,1,1,1,24800
8,2010,1,5,2,1,2,24800
10,2014,2,5,1,1,2,24800
12,2018,3,4,1,1,1,24800
8,2010,2,5,2,1,2,24800
8,2010,1,4,1,1,1,24800
2,2017,2,5,1,1,2,24700
8,2015,1,4,1,1,2,24650
20,2016,2,3,2,1,2,24500
2,2007,3,4,1,1,2,24500
26,2018,2,5,1,1,2,24500
2,2018,1,5,1,1,1,24500
9,2018,2,5,1,1,2,24500
26,2017,2,4,1,1,2,24500
10,2021,2,4,2,1,1,24490
2,2015,2,5,1,1,2,24200
12,2012,3,4,1,1,2,24200
12,2008,2,5,2,1,2,24200
12,2012,2,5,2,1,2,24200
8,2014,1,4,2,1,2,24000
12,2015,1,5,1,1,2,24000
5,2011,1,2,1,1,2,24000
12,2015,2,5,1,1,2,24000
2,2018,1,5,1,1,2,24000
12,2017,2,5,1,1,2,24000
5,2011,1,2,1,1,2,24000
12,2017,2,5,2,1,2,24000
12,2017,2,5,1,1,2,24000
12,2015,1,5,1,1,2,23900
28,2017,2,4,1,1,1,23900
28,2017,1,4,2,1,1,23900
28,2017,2,4,2,1,1,23900
28,2017,2,5,1,1,1,23900
27,2017,2,5,2,1,2,23900
28,2017,3,4,2,1,1,23900
28,2017,2,5,1,1,1,23900
28,2017,3,4,2,1,1,23900
28,2017,3,4,2,1,1,23900
8,2014,1,3,1,1,1,23890
10,2013,3,4,2,1,2,23800
10,2013,3,4,1,1,2,23800
12,2005,3,4,1,1,2,23800
26,2008,3,4,1,1,2,23800
12,2005,3,5,1,1,2,23800
10,2013,3,4,2,1,2,23800
26,2008,3,4,1,1,2,23800
2,2018,1,5,2,1,2,23800
2,2018,1,5,1,1,2,23800
2,2008,3,2,1,1,2,23500
24,2016,2,5,1,1,2,23500
24,2016,1,5,1,1,1,23500
10,2019,1,4,1,1,2,23500
20,2019,2,5,2,1,2,23500
2,2013,3,4,1,1,2,23500
2,2007,3,4,1,1,2,23500
24,2016,2,5,1,1,1,23500
27,2021,2,4,2,1,1,23500
2,2018,2,5,1,1,2,23500
2,2008,3,4,2,2,2,23500
2,2015,3,5,1,1,2,23000
12,2013,3,4,2,1,2,23000
2,2015,2,5,1,1,2,23000
24,2016,2,5,2,1,2,23000
10,2017,3,4,1,1,2,23000
12,2008,3,4,1,1,2,23000
12,2008,3,4,1,1,2,23000
24,2016,2,5,1,1,1,23000
5,2013,1,5,1,1,2,23000
10,2017,2,5,1,1,2,23000
10,2017,2,5,2,1,2,23000
12,2013,3,4,2,1,2,23000
10,2017,2,4,2,1,2,23000
28,2021,2,4,1,1,2,22900
20,2018,2,4,1,1,2,22900
28,2017,2,2,2,1,1,22900
20,2018,2,5,1,1,2,22900
28,2017,3,2,2,1,1,22900
12,2009,3,5,1,1,2,22900
28,2017,3,2,2,1,1,22900
2,2013,2,5,1,1,2,22900
28,2021,2,5,1,1,2,22900
28,2021,2,4,1,1,2,22900
12,2006,3,4,1,1,2,22800
12,2006,3,4,2,1,2,22800
12,2006,3,5,2,1,2,22800
9,2014,2,5,1,1,2,22800
10,2019,2,5,1,1,2,22800
2,2007,3,4,2,1,2,22800
9,2014,2,5,2,1,2,22800
12,2015,1,5,1,1,2,22600
2,2015,2,5,1,1,2,22600
2,2015,2,5,1,1,2,22600
12,2017,3,4,2,1,2,22600
2,2015,2,4,1,1,2,22600
12,2000,2,5,2,1,2,22500
2,2014,3,4,2,1,2,22500
12,2020,2,5,1,1,2,22500
2,2014,3,4,2,1,2,22500
19,2014,1,2,1,1,2,22500
10,2016,1,5,1,1,1,22500
12,2016,2,5,1,1,2,22500
17,2006,1,5,1,1,2,22500
28,2021,3,4,2,1,1,22500
12,2020,2,5,1,1,2,22500
20,2013,1,4,1,1,2,22500
17,2013,1,5,1,1,2,22000
5,2011,2,4,1,1,2,22000
2,2017,1,4,2,1,2,22000
17,2013,2,5,1,1,2,22000
17,2013,1,4,1,1,2,22000
12,2013,2,5,2,1,2,22000
22,2006,2,5,2,2,2,21980
12,2014,1,5,1,2,2,21900
12,2017,1,5,1,2,2,21900
12,2014,2,5,1,1,2,21900
12,2017,2,5,1,1,2,21900
24,2015,2,5,1,1,2,21900
24,2015,2,5,1,1,1,21900
5,2009,3,4,1,1,2,21500
2,2020,1,4,1,1,2,21500
24,2016,2,5,2,1,2,21500
9,2012,2,5,2,1,2,21500
5,2009,3,4,1,1,2,21500
2,2021,1,4,2,1,2,21500
5,2009,3,4,2,1,2,21500
12,2021,3,4,2,1,1,21490
2,2013,3,5,2,1,2,21000
12,2011,1,4,1,1,2,21000
2,2013,2,5,2,1,2,21000
12,2011,1,4,1,1,2,21000
12,2016,2,5,1,1,2,21000
9,2016,1,5,1,1,2,21000
2,2017,2,5,1,1,2,21000
2,2013,2,5,1,1,2,21000
1,2004,1,5,1,1,1,21000
12,2016,2,5,1,1,2,21000
12,2010,2,5,2,1,2,21000
12,2011,2,5,2,1,2,21000
12,2010,2,5,2,1,2,21000
20,2013,1,4,2,1,2,21000
17,2013,2,4,1,1,2,20900
17,2013,2,4,1,1,2,20900
17,2013,1,5,2,1,2,20900
17,2013,2,5,1,1,2,20900
17,2013,2,5,1,1,2,20900
17,2013,2,5,1,1,2,20900
16,2008,2,5,1,1,2,20900
9,2014,2,2,1,1,2,20800
12,2018,2,5,1,1,2,20800
12,2016,1,5,1,1,2,20700
20,2016,2,4,1,1,2,20500
20,2014,2,4,1,1,2,20500
12,2010,3,2,2,1,2,20500
20,2016,1,5,2,1,2,20500
20,2014,1,5,1,1,2,20500
20,2014,2,5,1,1,2,20500
20,2013,1,5,2,1,1,20500
10,2014,2,4,1,1,2,20490
10,2014,2,5,1,1,2,20490
19,2021,2,4,1,1,1,20395
26,2018,1,4,2,1,2,20200
8,2009,3,4,1,1,2,20000
12,2016,1,5,1,1,2,20000
12,2014,1,5,2,2,2,20000
12,2014,1,5,1,2,2,20000
9,2009,2,4,1,1,2,20000
12,2016,1,2,1,1,2,20000
12,2014,2,5,1,1,2,20000
12,2014,2,5,2,1,2,20000
12,2016,2,5,1,1,2,20000
9,2009,2,5,1,1,2,20000
12,1988,3,2,2,2,2,20000
19,2022,3,4,1,1,1,19995
12,2011,1,5,1,1,2,19900
12,2011,1,4,1,1,2,19900
10,2017,2,5,2,1,2,19900
10,2017,2,5,2,1,2,19900
23,2021,2,4,2,1,1,19900
12,2016,1,4,2,1,1,19800
2,2017,1,5,2,1,2,19800
2,2015,1,5,2,2,2,19800
2,2009,3,4,1,1,2,19800
18,2014,1,4,1,2,2,19800
5,2013,1,4,2,1,2,19500
19,2014,2,5,2,1,2,19500
9,2012,2,2,1,1,2,19500
5,2013,1,4,2,1,2,19500
23,2021,2,5,2,1,1,19500
12,2016,2,5,1,1,2,19500
26,2018,1,4,1,1,1,19500
5,2013,1,4,2,1,2,19500
12,2017,3,4,2,1,2,19500
19,2014,1,3,2,1,2,19500
5,2013,1,5,2,1,2,19500
10,2005,2,5,1,1,2,19500
13,2014,1,4,1,1,2,19300
20,2013,1,3,1,1,2,19200
5,2015,1,5,1,1,2,19200
20,2020,1,5,2,1,2,19100
20,2020,2,5,2,1,2,19100
12,2013,1,2,1,1,2,19000
12,2013,1,5,2,1,2,19000
9,2019,1,5,1,1,2,19000
12,2016,1,5,1,1,2,19000
12,2018,2,5,1,1,2,19000
12,2013,2,5,2,1,2,19000
10,2001,2,5,1,1,1,19000
12,2020,1,4,1,1,1,18990
12,2021,1,4,2,1,1,18990
4,2011,2,4,2,1,2,18900
12,2005,3,4,1,1,2,18900
4,2011,2,5,2,1,2,18900
12,2005,3,5,1,1,2,18900
4,2011,2,5,2,1,2,18900
4,2011,2,5,2,1,2,18900
26,2011,2,5,1,1,2,18900
4,2011,2,5,2,1,2,18900
12,2005,2,5,1,1,2,18900
12,2012,3,5,1,1,2,18700
2,2021,2,4,1,1,1,18700
12,2012,2,5,1,1,2,18700
20,2018,2,5,2,1,2,18700
12,2015,3,4,2,2,2,18500
12,2018,3,2,2,1,2,18500
12,2015,3,2,2,1,2,18500
10,2002,2,5,1,1,2,18500
12,2018,3,2,2,1,2,18500
12,2013,1,4,1,1,2,18500
12,2018,3,2,2,1,2,18500
12,2018,3,2,2,1,2,18500
12,2018,3,2,2,1,1,18500
2,2017,1,5,1,1,1,18500
17,2005,1,5,1,1,2,18500
2,2016,2,4,1,1,2,18500
12,2015,2,4,2,1,2,18500
10,2002,2,5,1,1,2,18500
2,1989,3,2,2,1,2,18500
12,2018,2,4,1,1,2,18500
26,2011,3,5,1,1,2,18500
12,2018,3,2,2,1,2,18500
12,2015,2,5,1,1,2,18500
12,2018,3,4,2,1,2,18500
17,2005,2,5,2,1,2,18500
20,2013,2,5,2,1,1,18500
19,2011,2,5,1,1,2,18500
12,2019,1,4,2,1,1,18400
26,2013,1,5,1,1,2,18300
2,2017,1,4,2,1,2,18300
19,2013,3,4,2,1,2,18200
26,2013,1,5,1,1,2,18200
19,2013,3,4,2,1,2,18200
26,2013,1,5,1,1,2,18200
19,2013,3,4,2,1,2,18200
5,2007,2,4,1,1,2,18000
10,2014,1,5,1,1,2,18000
20,2008,2,5,2,1,2,18000
20,2008,2,5,2,1,2,18000
17,2012,1,4,2,1,2,18000
28,2017,3,4,2,1,2,18000
8,2006,2,5,1,1,2,18000
24,2016,2,4,1,1,2,18000
28,2017,3,4,2,1,2,18000
20,2008,2,5,2,1,2,18000
12,2011,2,3,2,1,2,18000
20,2020,1,4,2,1,2,18000
12,2020,1,5,2,1,1,17990
12,2021,1,5,2,1,1,17990
19,2004,2,4,1,1,2,17900
28,2017,1,4,2,1,1,17900
28,2017,1,4,2,1,1,17900
17,2008,2,5,1,1,2,17900
26,2011,2,5,1,1,1,17900
17,2008,2,5,1,1,2,17900
26,2011,1,5,1,1,1,17900
26,2011,2,5,1,1,2,17900
17,2008,2,5,1,1,2,17900
2,2008,2,5,2,1,2,17800
20,2019,2,5,1,1,2,17700
20,2019,2,5,1,1,2,17700
19,2006,1,3,2,1,2,17500
2,2008,3,4,1,1,2,17500
26,2017,1,4,1,1,2,17500
20,2018,2,5,2,1,2,17500
27,2018,2,4,1,1,2,17500
26,2017,1,4,1,1,2,17500
2,2018,1,4,1,1,2,17500
19,2008,3,4,2,1,2,17500
20,2018,2,5,1,1,2,17500
2,2018,1,5,2,1,2,17500
28,2021,2,4,2,1,1,17500
26,2017,2,4,1,1,2,17500
13,2015,1,5,2,1,2,17500
17,2011,1,4,1,1,2,17500
19,2008,3,4,1,1,2,17500
5,2013,3,4,2,1,2,17500
2,2008,3,4,1,1,2,17500
26,2017,2,5,1,1,2,17500
20,2018,2,5,2,1,2,17500
17,2011,1,4,1,1,2,17500
12,2010,1,4,1,1,2,17300
19,2017,3,4,1,2,2,17300
2,2012,3,5,1,1,2,17200
2,2012,2,5,1,1,2,17200
2,2012,2,4,1,1,2,17200
12,2004,2,2,1,1,2,17000
20,2008,2,4,2,1,2,17000
2,2017,1,5,2,2,2,17000
12,2004,2,5,1,1,2,17000
13,2015,2,2,2,1,2,17000
13,2015,2,2,2,1,2,17000
12,2004,2,5,2,1,2,17000
2,2010,3,5,1,1,2,16900
2,2010,2,4,1,1,2,16900
10,2008,1,5,1,1,2,16900
2,2010,3,5,2,1,2,16900
10,2018,1,4,1,1,2,16900
26,2020,2,4,2,1,2,16900
12,2011,2,5,1,1,2,16900
2,2010,2,4,1,1,2,16900
23,2021,1,3,2,1,1,16900
12,2011,2,4,1,2,2,16900
10,2008,1,4,1,1,2,16900
2,2011,4,5,2,1,2,16900
2,2010,2,4,1,1,2,16900
12,2001,2,5,2,1,2,16900
12,2012,3,2,1,1,2,16800
12,2012,3,4,1,1,2,16800
12,2012,3,2,1,1,2,16800
26,2018,1,4,2,1,2,16773
12,2017,1,4,1,1,2,16500
13,2006,2,5,1,1,2,16500
17,2006,1,4,1,1,2,16500
12,2017,1,4,1,1,2,16500
5,2002,3,4,1,1,2,16500
10,2002,4,5,1,1,2,16500
13,2006,1,5,1,1,2,16500
2,2004,2,5,1,1,2,16500
10,2009,1,3,1,1,2,16500
13,2006,1,4,1,1,2,16500
5,2002,3,4,1,1,2,16500
12,2017,1,4,1,1,2,16500
20,2016,1,4,1,1,2,16500
26,2012,2,5,1,1,2,16500
5,2002,3,4,2,1,2,16500
17,2006,2,5,2,1,2,16500
13,2006,2,5,2,1,2,16500
17,2006,1,4,1,1,2,16500
17,2006,1,4,1,1,2,16500
12,2020,1,4,2,1,1,16490
4,2020,1,4,2,1,2,16300
20,2014,2,4,1,1,2,16300
20,2014,1,4,1,1,2,16300
19,2013,2,5,1,1,2,16200
19,2013,2,5,1,1,2,16200
20,2013,3,4,1,1,2,16000
10,2011,3,4,2,1,2,16000
12,2011,3,5,1,1,2,16000
20,2013,2,5,1,1,2,16000
20,2014,1,4,1,1,2,16000
12,2016,1,4,2,1,1,16000
2,1994,2,5,1,1,2,16000
5,2005,2,5,1,1,2,16000
10,2013,3,4,1,1,2,16000
2,2017,2,4,1,1,2,16000
19,2017,2,5,2,1,2,16000
2,2017,2,4,1,1,2,16000
2,2017,1,4,1,1,2,16000
12,2014,1,2,2,1,2,15900
28,2017,2,4,2,1,1,15900
12,2014,1,4,2,1,2,15900
19,2010,1,5,1,1,2,15900
23,2016,2,3,2,1,1,15900
12,2014,2,4,2,1,2,15900
19,2015,2,5,2,1,2,15900
12,2016,1,4,1,1,2,15800
12,2016,1,4,1,1,2,15800
19,2016,1,5,1,1,2,15800
19,2016,2,5,1,1,2,15800
19,2016,2,5,1,1,2,15800
19,2016,2,5,1,1,2,15800
2,2010,1,5,2,1,2,15800
17,2005,1,4,1,1,2,15700
12,2019,1,4,1,1,1,15600
2,1999,2,5,2,1,2,15600
23,2019,3,4,2,1,2,15500
23,2019,3,5,2,1,2,15500
23,2019,3,5,2,1,2,15500
19,2016,4,5,2,1,1,15500
23,2019,3,4,2,1,2,15500
23,2019,2,5,2,1,2,15500
4,2016,2,5,2,1,2,15500
5,2011,1,5,1,1,2,15500
12,2013,3,4,2,1,2,15500
19,2009,4,3,1,1,2,15500
5,2012,2,5,1,1,2,15500
28,2018,2,5,2,1,2,15500
1,2006,1,5,1,1,1,15500
4,2016,1,5,1,1,1,15500
2,2021,1,5,1,1,2,15500
12,2014,1,5,1,1,2,15500
28,2021,1,4,2,1,1,15500
12,2006,3,4,1,1,2,15500
15,1999,1,4,1,1,2,15500
23,2019,2,5,2,1,2,15500
2,2021,1,4,1,1,2,15500
5,2011,2,5,1,1,2,15500
10,2016,1,4,1,1,2,15490
10,2016,2,5,1,1,2,15490
11,2020,2,5,2,1,1,15400
10,2002,2,5,2,1,2,15345
2,2019,1,5,2,1,1,15225
11,2018,1,5,2,1,1,15200
5,2007,3,2,1,1,2,15000
12,2004,1,4,1,1,2,15000
10,1995,2,3,2,1,2,15000
19,2000,4,5,1,1,2,15000
28,2017,1,4,2,1,2,15000
12,2004,3,5,1,1,2,15000
1,1999,2,5,1,1,2,15000
2,2015,4,3,1,1,2,15000
19,2000,4,5,1,1,2,15000
23,2019,2,4,2,1,2,15000
20,2016,1,4,2,1,1,15000
11,2019,2,4,2,1,2,15000
26,2021,1,2,2,1,1,15000
12,2005,2,5,1,1,2,15000
11,2019,1,5,2,1,1,15000
5,2007,3,2,1,1,2,15000
2,2016,1,2,1,1,2,15000
2,2016,3,5,2,1,2,15000
12,2008,3,4,2,1,2,15000
5,2007,3,4,2,1,2,15000
4,2022,2,4,2,1,2,14990
12,2013,3,2,2,1,2,14900
19,2004,3,4,1,1,2,14900
2,1999,3,4,2,2,2,14900
2,1999,3,4,2,2,2,14900
12,2013,3,2,2,1,2,14900
19,2007,3,2,2,1,2,14900
2,1999,3,4,2,2,2,14900
2,2001,3,4,1,1,2,14900
19,2007,3,2,2,1,2,14900
2,1999,3,4,2,2,2,14900
